# mandreel per-phase sweep, 3 repeats x 2 modes (issue #526)
# columns: mode<TAB>repeat<TAB>phase<TAB>ms
bytecode	2	run:render[19]	2061
bytecode	2	run:render_total	34991
bytecode	2	run:flush+stats_total	2
bytecode	2	runMandreel_total	119235
bytecode	2	TOTAL	207892
bytecode	2	render:preupdate_total	1
bytecode	2	render:__draw_total	34984
bytecode	2	render:update_total	5
bytecode	3	parse+decls	9
bytecode	3	setupMandreel	95400
bytecode	3	setup:global_init	18187
bytecode	3	setup:SetResolution	0
bytecode	3	setup:internal_init	4
bytecode	3	setup:__init	77208
bytecode	3	run:heapcopy	9565
bytecode	3	run:global_ctors	4
bytecode	3	run:SetResolution	0
bytecode	3	run:internal_init	4
bytecode	3	run:__init	68132
bytecode	3	run:render[0]	3079
bytecode	3	run:render[1]	1479
bytecode	3	run:render[2]	1474
bytecode	3	run:render[3]	1484
bytecode	3	run:render[4]	1485
bytecode	3	run:render[5]	1487
bytecode	3	run:render[6]	2128
bytecode	3	run:render[7]	1513
bytecode	3	run:render[8]	1498
bytecode	3	run:render[9]	2110
bytecode	3	run:render[10]	1497
bytecode	3	run:render[11]	2103
bytecode	3	run:render[12]	1578
bytecode	3	run:render[13]	2077
bytecode	3	run:render[14]	1496
bytecode	3	run:render[15]	2080
bytecode	3	run:render[16]	1503
bytecode	3	run:render[17]	2085
bytecode	3	run:render[18]	1498
bytecode	3	run:render[19]	2080
bytecode	3	run:render_total	35734
bytecode	3	run:flush+stats_total	30
bytecode	3	runMandreel_total	113567
bytecode	3	TOTAL	208977
bytecode	3	render:preupdate_total	2
bytecode	3	render:__draw_total	35687
bytecode	3	render:update_total	44
